1, -0.590145, 0.578975, 0.245056, 0.228843, -0.995003, -0.995926, 0.838628, -0.863155, -0.806132, 0.343148, -0.329887, -0.333336, 0.318601, 0.377455, -0.555235, 0.277995, -0.36977, 0.398189, 0.306815, -0.00523499, -0.0682744, 0.0187463, -0.0024751, 0.0155765, -0.119349, 
-0.58981, 1, -0.988849, -0.382717, 0.512478, 0.569893, 0.572806, -0.907618, 0.88682, 0.105452, -0.904679, 0.897983, 0.883954, -0.365336, -0.463482, 0.472635, -0.427658, 0.499071, -0.534885, -0.178806, 0.00697848, 0.180581, -0.00290577, -0.0116633, -0.018918, 0.311876, 
0.578523, -0.988678, 1, 0.382326, -0.542706, -0.563799, -0.568418, 0.880474, -0.881674, -0.10035, 0.923526, -0.927058, -0.914379, 0.373217, 0.390844, -0.455772, 0.356003, -0.473908, 0.520578, 0.177196, -0.00709161, -0.186596, 0.00280864, 0.0120814, 0.019236, -0.322427, 
0.245228, -0.382291, 0.382342, 1, -0.230319, -0.24458, -0.232896, 0.362669, -0.36715, 0.0666444, 0.291486, -0.298914, -0.280643, 0.415178, 0.159021, -0.445322, -0.0820004, -0.607351, 0.793562, 0.0750852, -0.00741041, -0.0580529, -0.00607155, 0.00864219, 0.0698805, -0.109001, 
0.228351, 0.512991, -0.543327, -0.231008, 1, -0.236184, -0.23325, -0.19495, 0.186269, -0.678899, -0.734539, 0.743095, 0.740183, -0.243754, 0.0807486, 0.0327382, -0.137508, 0.179509, -0.216972, 0.0750619, 0.00722325, 0.15582, 0.0262149, -0.0324843, -0.0126352, 0.255987, 
-0.994481, 0.570101, -0.564101, -0.243745, -0.236203, 1, 0.995359, -0.82507, 0.858803, 0.810389, -0.326177, 0.314414, 0.318149, -0.30853, -0.352231, 0.546022, -0.253823, 0.357693, -0.387373, -0.311053, 0.00444656, 0.0643127, -0.0212534, 0.00441006, -0.015096, 0.114291, 
-0.995985, 0.573044, -0.568763, -0.23256, -0.233878, 0.995964, 1, -0.821423, 0.856538, 0.817737, -0.335593, 0.324108, 0.328332, -0.318391, -0.355778, 0.55169, -0.237959, 0.356257, -0.387169, -0.309079, 0.0055103, 0.0666828, -0.020498, 0.00365833, -0.0148502, 0.117464, 
0.838005, -0.907437, 0.880484, 0.364063, -0.194563, -0.824665, -0.820832, 1, -0.985919, -0.412187, 0.683716, -0.669401, -0.659284, 0.381877, 0.489023, -0.614675, 0.476443, -0.536471, 0.554122, 0.255876, -0.00590151, -0.134845, 0.0100302, 0.00562847, 0.0181104, -0.234749, 
-0.862385, 0.88645, -0.881508, -0.36802, 0.185826, 0.858275, 0.8558, -0.98569, 1, 0.451923, -0.680817, 0.674596, 0.666143, -0.39488, -0.427025, 0.616385, -0.377222, 0.520016, -0.550381, -0.26647, 0.00583077, 0.13608, -0.0109071, -0.00534626, -0.0187798, 0.237026, 
-0.806271, 0.105249, -0.100217, 0.0671503, -0.678521, 0.811139, 0.817702, -0.412482, 0.452319, 1, 0.114669, -0.124762, -0.114002, -0.0467553, -0.235832, 0.256591, -0.0225927, 0.0367593, -0.0423544, -0.256029, -0.00182452, -0.0280175, -0.0337276, 0.0217688, 0.000933877, -0.0388653, 
0.343216, -0.905315, 0.924333, 0.292396, -0.734312, -0.326356, -0.335797, 0.684333, -0.681624, 0.114808, 1, -0.994113, -0.995163, 0.256744, 0.310883, -0.263469, 0.305557, -0.266825, 0.335914, 0.10464, -0.00443277, -0.199288, -0.00136742, 0.0146488, 0.0138891, -0.345383, 
-0.330098, 0.898557, -0.927792, -0.299993, 0.74267, 0.314718, 0.324426, -0.670113, 0.675483, -0.12484, -0.993875, 1, 0.993986, -0.284197, -0.282914, 0.261438, -0.27186, 0.294004, -0.355452, -0.100675, 0.00588355, 0.201869, 0.00274588, -0.0164557, -0.0150536, 0.34905, 
-0.333189, 0.884503, -0.915118, -0.281096, 0.740066, 0.318157, 0.328323, -0.659727, 0.666792, -0.114261, -0.995097, 0.994197, 1, -0.238194, -0.268668, 0.247714, -0.277069, 0.227563, -0.307839, -0.102121, 0.00369305, 0.200471, 0.00198503, -0.0155478, -0.0135508, 0.346877, 
0.317978, -0.365144, 0.372985, 0.411281, -0.243321, -0.308003, -0.31795, 0.381558, -0.39461, -0.0473328, 0.255165, -0.282259, -0.236425, 1, -0.0212768, -0.280516, 0.0467447, -0.720754, 0.599133, 0.0954782, -0.0447994, -0.0572404, -0.00541071, 0.0153541, 0.0183991, -0.102936, 
0.377009, -0.463066, 0.391062, 0.1597, 0.0791947, -0.351756, -0.355568, 0.488551, -0.427218, -0.235004, 0.310419, -0.283133, -0.268283, -0.0199684, 1, -0.204474, 0.334592, -0.208295, 0.220639, 0.108836, 0.000174621, -0.0624042, 0.00357627, 0.00367064, 0.0113755, -0.0984847, 
-0.553734, 0.472492, -0.455806, -0.44237, 0.0316908, 0.545381, 0.550259, -0.614449, 0.616507, 0.254334, -0.262839, 0.260842, 0.246856, -0.284125, -0.203332, 1, -0.247688, 0.49007, -0.561334, -0.169558, 0.00194907, 0.0496992, -0.00663871, 3.37356e-05, -0.0183894, 0.0908346, 
0.277668, -0.426215, 0.354921, -0.0809545, -0.137312, -0.254004, -0.237706, 0.475874, -0.377029, -0.0218414, 0.305486, -0.271785, -0.277193, 0.0461157, 0.332839, -0.25008, 1, -0.0610791, -0.0509604, 0.0837979, -0.00168269, -0.0536494, 0.00481358, -0.000130822, -0.00987839, -0.0951532, 
-0.370016, 0.49871, -0.473624, -0.605992, 0.179046, 0.35807, 0.356477, -0.536662, 0.520403, 0.0369817, -0.265574, 0.292353, 0.226457, -0.720708, -0.208752, 0.489412, -0.0639795, 1, -0.928731, -0.110926, 0.0134299, 0.0559008, 0.000412688, -0.00697802, -0.030045, 0.102481, 
0.397346, -0.534906, 0.520711, 0.793065, -0.216661, -0.386703, -0.3861, 0.554146, -0.550517, -0.0421159, 0.334851, -0.35422, -0.306962, 0.600529, 0.221788, -0.558735, -0.049054, -0.929853, 1, 0.11963, -0.009739, -0.0703528, -0.000805733, 0.0080094, 0.0398827, -0.125578, 
0.306638, -0.178814, 0.177104, 0.0751724, 0.0758103, -0.310787, -0.308827, 0.256279, -0.266833, -0.256708, 0.104556, -0.100551, -0.101844, 0.0964418, 0.107573, -0.169413, 0.0834602, -0.112147, 0.120914, 1, 0.0648889, 0.22275, 0.728526, -0.499791, -0.191474, -0.0414762, 
-0.00824382, 0.00610517, -0.00602559, -0.00862361, 0.00210836, 0.00717916, 0.00844059, -0.00757125, 0.00787195, 0.00285333, -0.00249234, 0.00250228, 0.00225661, -0.031258, -1.1776e-05, 0.00226449, 0.000764818, 0.0117165, -0.00968938, 0.0684228, 1, 0.0803898, 0.110627, -0.122809, -0.0526385, -0.00202339, 
-0.0674543, 0.18082, -0.186889, -0.0586754, 0.155192, 0.0635924, 0.0657457, -0.134753, 0.135991, -0.0283786, -0.199166, 0.201642, 0.200292, -0.0586479, -0.0622819, 0.0518671, -0.0530149, 0.0558735, -0.0693989, 0.225259, 0.0844668, 1, 0.564208, -0.806716, -0.166559, 0.0449446, 
0.0181805, -0.00223802, 0.00225448, -0.00295784, 0.0269218, -0.0207247, -0.019836, 0.00973278, -0.0106383, -0.0339652, -0.00213004, 0.00334121, 0.0025946, -0.00560314, 0.000364592, -0.00536538, 0.00684968, 0.00033137, 0.000341083, 0.728381, 0.11252, 0.563653, 1, -0.895397, -0.370163, -0.00983132, 
-0.00266842, -0.0118892, 0.0122428, 0.00642385, -0.0314628, 0.00461013, 0.00366534, 0.00534735, -0.00511746, 0.0213846, 0.014534, -0.0161991, -0.0152949, 0.0148515, 0.00677177, -0.00210037, -0.00173323, -0.00671317, 0.00669269, -0.500097, -0.127639, -0.805263, -0.895589, 1, 0.283571, 0.0107844, 
0.0145027, -0.0209041, 0.020903, 0.066632, -0.0152496, -0.0139346, -0.0134997, 0.0199558, -0.0204184, 0.00526075, 0.0153505, -0.0157816, -0.0149275, 0.0281617, 0.00949087, -0.0253926, -0.00941468, -0.0314942, 0.0414111, -0.189563, -0.052419, -0.165246, -0.369222, 0.280781, 1, 0.00145969, 
-0.119501, 0.312726, -0.323328, -0.108129, 0.259133, 0.114401, 0.117595, -0.235451, 0.237933, -0.0413275, -0.345244, 0.349306, 0.346589, -0.101309, -0.0927134, 0.0930006, -0.0918629, 0.10536, -0.126197, -0.0444224, -0.00170365, 0.0431762, -0.0119349, 0.0113349, -0.0012697, 1, 
